technique_id,technique_name,platform
T1055.011,Extra Window Memory Injection,Windows
T1053.005,Scheduled Task,Windows
T1205.002,Socket Filters,Linux
T1205.002,Socket Filters,macOS
T1205.002,Socket Filters,Windows
T1560.001,Archive via Utility,Linux
T1560.001,Archive via Utility,macOS
T1560.001,Archive via Utility,Windows
T1021.005,VNC,Linux
T1021.005,VNC,Windows
T1021.005,VNC,macOS
T1047,Windows Management Instrumentation,Windows
T1687,Exploitation for Defense Impairment,IaaS
T1687,Exploitation for Defense Impairment,Linux
T1687,Exploitation for Defense Impairment,macOS
T1687,Exploitation for Defense Impairment,SaaS
T1687,Exploitation for Defense Impairment,Windows
T1113,Screen Capture,Linux
T1113,Screen Capture,macOS
T1113,Screen Capture,Windows
T1027.011,Fileless Storage,Linux
T1027.011,Fileless Storage,Windows
T1037,Boot or Logon Initialization Scripts,ESXi
T1037,Boot or Logon Initialization Scripts,Linux
T1037,Boot or Logon Initialization Scripts,macOS
T1037,Boot or Logon Initialization Scripts,Network Devices
T1037,Boot or Logon Initialization Scripts,Windows
T1557,Adversary-in-the-Middle,Linux
T1557,Adversary-in-the-Middle,macOS
T1557,Adversary-in-the-Middle,Network Devices
T1557,Adversary-in-the-Middle,Windows
T1033,System Owner/User Discovery,Linux
T1033,System Owner/User Discovery,macOS
T1033,System Owner/User Discovery,Network Devices
T1033,System Owner/User Discovery,Windows
T1583,Acquire Infrastructure,PRE
T1218.011,Rundll32,Windows
T1613,Container and Resource Discovery,Containers
T1583.007,Serverless,PRE
T1132.001,Standard Encoding,ESXi
T1132.001,Standard Encoding,Linux
T1132.001,Standard Encoding,macOS
T1132.001,Standard Encoding,Windows
T1027.009,Embedded Payloads,Linux
T1027.009,Embedded Payloads,macOS
T1027.009,Embedded Payloads,Windows
T1556.003,Pluggable Authentication Modules,Linux
T1556.003,Pluggable Authentication Modules,macOS
T1578.004,Revert Cloud Instance,IaaS
T1592,Gather Victim Host Information,PRE
T1596.003,Digital Certificates,PRE
T1056.001,Keylogging,Linux
T1056.001,Keylogging,macOS
T1056.001,Keylogging,Network Devices
T1056.001,Keylogging,Windows
T1564.012,File/Path Exclusions,Linux
T1564.012,File/Path Exclusions,macOS
T1564.012,File/Path Exclusions,Windows
T1222.002,Linux and Mac Permissions,Linux
T1222.002,Linux and Mac Permissions,macOS
T1110.001,Password Guessing,Containers
T1110.001,Password Guessing,ESXi
T1110.001,Password Guessing,IaaS
T1110.001,Password Guessing,Identity Provider
T1110.001,Password Guessing,Linux
T1110.001,Password Guessing,macOS
T1110.001,Password Guessing,Network Devices
T1110.001,Password Guessing,Office Suite
T1110.001,Password Guessing,SaaS
T1110.001,Password Guessing,Windows
T1216.001,PubPrn,Windows
T1597.002,Purchase Technical Data,PRE
T1003,OS Credential Dumping,Linux
T1003,OS Credential Dumping,macOS
T1003,OS Credential Dumping,Windows
T1129,Shared Modules,Linux
T1129,Shared Modules,macOS
T1129,Shared Modules,Windows
T1602,Data from Configuration Repository,Network Devices
T1561.002,Disk Structure Wipe,Linux
T1561.002,Disk Structure Wipe,macOS
T1561.002,Disk Structure Wipe,Network Devices
T1561.002,Disk Structure Wipe,Windows
T1498.001,Direct Network Flood,Windows
T1498.001,Direct Network Flood,IaaS
T1498.001,Direct Network Flood,Linux
T1498.001,Direct Network Flood,macOS
T1574.007,Path Interception by PATH Environment Variable,Linux
T1574.007,Path Interception by PATH Environment Variable,macOS
T1574.007,Path Interception by PATH Environment Variable,Windows
T1213.002,Sharepoint,Office Suite
T1213.002,Sharepoint,Windows
T1006,Direct Volume Access,Network Devices
T1006,Direct Volume Access,Windows
T1588.007,Artificial Intelligence,PRE
T1666,Modify Cloud Resource Hierarchy,IaaS
T1564.008,Email Hiding Rules,Windows
T1564.008,Email Hiding Rules,Linux
T1564.008,Email Hiding Rules,macOS
T1564.008,Email Hiding Rules,Office Suite
T1491.002,External Defacement,Windows
T1491.002,External Defacement,IaaS
T1491.002,External Defacement,Linux
T1491.002,External Defacement,macOS
T1027.013,Encrypted/Encoded File,Linux
T1027.013,Encrypted/Encoded File,macOS
T1027.013,Encrypted/Encoded File,Windows
T1590.005,IP Addresses,PRE
T1499.001,OS Exhaustion Flood,Linux
T1499.001,OS Exhaustion Flood,macOS
T1499.001,OS Exhaustion Flood,Windows
T1014,Rootkit,Linux
T1014,Rootkit,macOS
T1014,Rootkit,Windows
T1546.013,PowerShell Profile,Windows
T1059.007,JavaScript,Linux
T1059.007,JavaScript,macOS
T1059.007,JavaScript,Windows
T1685.003,Modify or Spoof Tool UI,Linux
T1685.003,Modify or Spoof Tool UI,macOS
T1685.003,Modify or Spoof Tool UI,Windows
T1590.002,DNS,PRE
T1485.001,Lifecycle-Triggered Deletion,IaaS
T1123,Audio Capture,Linux
T1123,Audio Capture,macOS
T1123,Audio Capture,Windows
T1543,Create or Modify System Process,Containers
T1543,Create or Modify System Process,Linux
T1543,Create or Modify System Process,macOS
T1543,Create or Modify System Process,Windows
T1133,External Remote Services,Containers
T1133,External Remote Services,Linux
T1133,External Remote Services,macOS
T1133,External Remote Services,Windows
T1546.006,LC_LOAD_DYLIB Addition,macOS
T1539,Steal Web Session Cookie,Linux
T1539,Steal Web Session Cookie,macOS
T1539,Steal Web Session Cookie,Office Suite
T1539,Steal Web Session Cookie,SaaS
T1539,Steal Web Session Cookie,Windows
T1053.007,Container Orchestration Job,Containers
T1568.002,Domain Generation Algorithms,ESXi
T1568.002,Domain Generation Algorithms,Linux
T1568.002,Domain Generation Algorithms,macOS
T1568.002,Domain Generation Algorithms,Windows
T1036.007,Double File Extension,Windows
T1548.002,Bypass User Account Control,Windows
T1496.003,SMS Pumping,SaaS
T1016.001,Internet Connection Discovery,Windows
T1016.001,Internet Connection Discovery,Linux
T1016.001,Internet Connection Discovery,macOS
T1016.001,Internet Connection Discovery,ESXi
T1548.003,Sudo and Sudo Caching,Linux
T1548.003,Sudo and Sudo Caching,macOS
T1685.001,Disable or Modify Windows Event Log,Windows
T1682,Query Public AI Services,PRE
T1560.003,Archive via Custom Method,Linux
T1560.003,Archive via Custom Method,macOS
T1560.003,Archive via Custom Method,Windows
T1578,Modify Cloud Compute Infrastructure,IaaS
T1584.008,Network Devices,PRE
T1583.008,Malvertising,PRE
T1069,Permission Groups Discovery,Containers
T1069,Permission Groups Discovery,IaaS
T1069,Permission Groups Discovery,Identity Provider
T1069,Permission Groups Discovery,Linux
T1069,Permission Groups Discovery,macOS
T1069,Permission Groups Discovery,Office Suite
T1069,Permission Groups Discovery,SaaS
T1069,Permission Groups Discovery,Windows
T1114,Email Collection,Windows
T1114,Email Collection,macOS
T1114,Email Collection,Linux
T1114,Email Collection,Office Suite
T1003.002,Security Account Manager,Windows
T1596.002,WHOIS,PRE
T1542.001,System Firmware,Network Devices
T1542.001,System Firmware,Windows
T1594,Search Victim-Owned Websites,PRE
T1069.003,Cloud Groups,SaaS
T1069.003,Cloud Groups,IaaS
T1069.003,Cloud Groups,Office Suite
T1069.003,Cloud Groups,Identity Provider
T1574.011,Services Registry Permissions Weakness,Windows
T1596.001,DNS/Passive DNS,PRE
T1499.003,Application Exhaustion Flood,Windows
T1499.003,Application Exhaustion Flood,IaaS
T1499.003,Application Exhaustion Flood,Linux
T1499.003,Application Exhaustion Flood,macOS
T1195.001,Compromise Software Dependencies and Development Tools,Linux
T1195.001,Compromise Software Dependencies and Development Tools,macOS
T1195.001,Compromise Software Dependencies and Development Tools,Windows
T1588.004,Digital Certificates,PRE
T1583.002,DNS Server,PRE
T1561,Disk Wipe,Linux
T1561,Disk Wipe,macOS
T1561,Disk Wipe,Windows
T1561,Disk Wipe,Network Devices
T1071.004,DNS,ESXi
T1071.004,DNS,Linux
T1071.004,DNS,macOS
T1071.004,DNS,Network Devices
T1071.004,DNS,Windows
T1552.005,Cloud Instance Metadata API,IaaS
T1555.002,Securityd Memory,Linux
T1555.002,Securityd Memory,macOS
T1615,Group Policy Discovery,Windows
T1542.003,Bootkit,Linux
T1542.003,Bootkit,Windows
T1025,Data from Removable Media,Linux
T1025,Data from Removable Media,macOS
T1025,Data from Removable Media,Windows
T1218.013,Mavinject,Windows
T1074.001,Local Data Staging,ESXi
T1074.001,Local Data Staging,Linux
T1074.001,Local Data Staging,macOS
T1074.001,Local Data Staging,Windows
T1036.005,Match Legitimate Resource Name or Location,Containers
T1036.005,Match Legitimate Resource Name or Location,ESXi
T1036.005,Match Legitimate Resource Name or Location,Linux
T1036.005,Match Legitimate Resource Name or Location,macOS
T1036.005,Match Legitimate Resource Name or Location,Windows
T1587.003,Digital Certificates,PRE
T1565.001,Stored Data Manipulation,Linux
T1565.001,Stored Data Manipulation,macOS
T1565.001,Stored Data Manipulation,Windows
T1110.002,Password Cracking,Identity Provider
T1110.002,Password Cracking,Linux
T1110.002,Password Cracking,macOS
T1110.002,Password Cracking,Network Devices
T1110.002,Password Cracking,Office Suite
T1110.002,Password Cracking,Windows
T1114.001,Local Email Collection,Windows
T1555.001,Keychain,macOS
T1547,Boot or Logon Autostart Execution,Linux
T1547,Boot or Logon Autostart Execution,macOS
T1547,Boot or Logon Autostart Execution,Windows
T1547,Boot or Logon Autostart Execution,Network Devices
T1003.004,LSA Secrets,Windows
T1600,Weaken Encryption,Network Devices
T1606.002,SAML Tokens,SaaS
T1606.002,SAML Tokens,Windows
T1606.002,SAML Tokens,IaaS
T1606.002,SAML Tokens,Office Suite
T1606.002,SAML Tokens,Identity Provider
T1036.008,Masquerade File Type,Linux
T1036.008,Masquerade File Type,macOS
T1036.008,Masquerade File Type,Windows
T1489,Service Stop,ESXi
T1489,Service Stop,IaaS
T1489,Service Stop,Linux
T1489,Service Stop,macOS
T1489,Service Stop,Windows
T1587.001,Malware,PRE
T1652,Device Driver Discovery,Linux
T1652,Device Driver Discovery,macOS
T1652,Device Driver Discovery,Windows
T1087.002,Domain Account,Linux
T1087.002,Domain Account,macOS
T1087.002,Domain Account,Windows
T1547.014,Active Setup,Windows
T1564,Hide Artifacts,ESXi
T1564,Hide Artifacts,Linux
T1564,Hide Artifacts,macOS
T1564,Hide Artifacts,Office Suite
T1564,Hide Artifacts,Windows
T1559.002,Dynamic Data Exchange,Windows
T1204.002,Malicious File,Linux
T1204.002,Malicious File,macOS
T1204.002,Malicious File,Windows
T1591.003,Identify Business Tempo,PRE
T1685.004,Disable or Modify Linux Audit System Log,Linux
T1071.005,Publish/Subscribe Protocols,macOS
T1071.005,Publish/Subscribe Protocols,Linux
T1071.005,Publish/Subscribe Protocols,Windows
T1071.005,Publish/Subscribe Protocols,Network Devices
T1592.001,Hardware,PRE
T1080,Taint Shared Content,Windows
T1080,Taint Shared Content,SaaS
T1080,Taint Shared Content,Linux
T1080,Taint Shared Content,macOS
T1080,Taint Shared Content,Office Suite
T1484.002,Trust Modification,Identity Provider
T1484.002,Trust Modification,Windows
T1213.006,Databases,IaaS
T1213.006,Databases,Linux
T1213.006,Databases,macOS
T1213.006,Databases,SaaS
T1213.006,Databases,Windows
T1573.001,Symmetric Cryptography,ESXi
T1573.001,Symmetric Cryptography,Linux
T1573.001,Symmetric Cryptography,macOS
T1573.001,Symmetric Cryptography,Network Devices
T1573.001,Symmetric Cryptography,Windows
T1087.001,Local Account,ESXi
T1087.001,Local Account,Linux
T1087.001,Local Account,macOS
T1087.001,Local Account,Windows
T1586.001,Social Media Accounts,PRE
T1176.001,Browser Extensions,Linux
T1176.001,Browser Extensions,Windows
T1176.001,Browser Extensions,macOS
T1542.005,TFTP Boot,Network Devices
T1686.003,Windows Host Firewall,Windows
T1543.003,Windows Service,Windows
T1568.001,Fast Flux DNS,Linux
T1568.001,Fast Flux DNS,macOS
T1568.001,Fast Flux DNS,Windows
T1568.001,Fast Flux DNS,ESXi
T1497.001,System Checks,Linux
T1497.001,System Checks,macOS
T1497.001,System Checks,Windows
T1053.003,Cron,Linux
T1053.003,Cron,macOS
T1053.003,Cron,ESXi
T1069.002,Domain Groups,Linux
T1069.002,Domain Groups,macOS
T1069.002,Domain Groups,Windows
T1588.006,Vulnerabilities,PRE
T1566.002,Spearphishing Link,Identity Provider
T1566.002,Spearphishing Link,Linux
T1566.002,Spearphishing Link,macOS
T1566.002,Spearphishing Link,Office Suite
T1566.002,Spearphishing Link,SaaS
T1566.002,Spearphishing Link,Windows
T1499.004,Application or System Exploitation,Windows
T1499.004,Application or System Exploitation,IaaS
T1499.004,Application or System Exploitation,Linux
T1499.004,Application or System Exploitation,macOS
T1137,Office Application Startup,Windows
T1137,Office Application Startup,Office Suite
T1218.004,InstallUtil,Windows
T1598.003,Spearphishing Link,PRE
T1021.004,SSH,ESXi
T1021.004,SSH,Linux
T1021.004,SSH,macOS
T1098.003,Additional Cloud Roles,IaaS
T1098.003,Additional Cloud Roles,Identity Provider
T1098.003,Additional Cloud Roles,Office Suite
T1098.003,Additional Cloud Roles,SaaS
T1547.012,Print Processors,Windows
T1566.001,Spearphishing Attachment,Linux
T1566.001,Spearphishing Attachment,macOS
T1566.001,Spearphishing Attachment,Windows
T1027.008,Stripped Payloads,Linux
T1027.008,Stripped Payloads,macOS
T1027.008,Stripped Payloads,Network Devices
T1027.008,Stripped Payloads,Windows
T1559.001,Component Object Model,Windows
T1574.001,DLL,Windows
T1119,Automated Collection,IaaS
T1119,Automated Collection,Linux
T1119,Automated Collection,macOS
T1119,Automated Collection,Office Suite
T1119,Automated Collection,SaaS
T1119,Automated Collection,Windows
T1689,Downgrade Attack,macOS
T1689,Downgrade Attack,Windows
T1689,Downgrade Attack,Linux
T1115,Clipboard Data,Linux
T1115,Clipboard Data,macOS
T1115,Clipboard Data,Windows
T1003.007,Proc Filesystem,Linux
T1583.005,Botnet,PRE
T1555.005,Password Managers,Linux
T1555.005,Password Managers,macOS
T1555.005,Password Managers,Windows
T1553.001,Gatekeeper Bypass,macOS
T1675,ESXi Administration Command,ESXi
T1608.004,Drive-by Target,PRE
T1007,System Service Discovery,Linux
T1007,System Service Discovery,macOS
T1007,System Service Discovery,Windows
T1040,Network Sniffing,IaaS
T1040,Network Sniffing,Linux
T1040,Network Sniffing,macOS
T1040,Network Sniffing,Network Devices
T1040,Network Sniffing,Windows
T1553.002,Code Signing,macOS
T1553.002,Code Signing,Windows
T1530,Data from Cloud Storage,IaaS
T1530,Data from Cloud Storage,Office Suite
T1530,Data from Cloud Storage,SaaS
T1565.003,Runtime Data Manipulation,Linux
T1565.003,Runtime Data Manipulation,macOS
T1565.003,Runtime Data Manipulation,Windows
T1552.002,Credentials in Registry,Windows
T1135,Network Share Discovery,Linux
T1135,Network Share Discovery,macOS
T1135,Network Share Discovery,Windows
T1120,Peripheral Device Discovery,Linux
T1120,Peripheral Device Discovery,macOS
T1120,Peripheral Device Discovery,Windows
T1036.009,Break Process Trees,Linux
T1036.009,Break Process Trees,macOS
T1590.004,Network Topology,PRE
T1587.002,Code Signing Certificates,PRE
T1222.001,Windows Permissions,Windows
T1137.006,Add-ins,Windows
T1137.006,Add-ins,Office Suite
T1685.002,Disable or Modify Cloud Log,IaaS
T1685.002,Disable or Modify Cloud Log,SaaS
T1685.002,Disable or Modify Cloud Log,Identity Provider
T1685.002,Disable or Modify Cloud Log,Office Suite
T1505.002,Transport Agent,Linux
T1505.002,Transport Agent,Windows
T1082,System Information Discovery,ESXi
T1082,System Information Discovery,IaaS
T1082,System Information Discovery,Linux
T1082,System Information Discovery,macOS
T1082,System Information Discovery,Network Devices
T1082,System Information Discovery,Windows
T1071,Application Layer Protocol,Linux
T1071,Application Layer Protocol,macOS
T1071,Application Layer Protocol,Windows
T1071,Application Layer Protocol,Network Devices
T1071,Application Layer Protocol,ESXi
T1574.014,AppDomainManager,Windows
T1074.002,Remote Data Staging,ESXi
T1074.002,Remote Data Staging,IaaS
T1074.002,Remote Data Staging,Linux
T1074.002,Remote Data Staging,macOS
T1074.002,Remote Data Staging,Windows
T1098.006,Additional Container Cluster Roles,Containers
T1053,Scheduled Task/Job,Containers
T1053,Scheduled Task/Job,ESXi
T1053,Scheduled Task/Job,Linux
T1053,Scheduled Task/Job,macOS
T1053,Scheduled Task/Job,Network Devices
T1053,Scheduled Task/Job,Windows
T1218.007,Msiexec,Windows
T1590.003,Network Trust Dependencies,PRE
T1498.002,Reflection Amplification,Windows
T1498.002,Reflection Amplification,IaaS
T1498.002,Reflection Amplification,Linux
T1498.002,Reflection Amplification,macOS
T1556.002,Password Filter DLL,Windows
T1505.005,Terminal Services DLL,Windows
T1059.002,AppleScript,macOS
T1176,Software Extensions,Linux
T1176,Software Extensions,macOS
T1176,Software Extensions,Windows
T1499.002,Service Exhaustion Flood,Windows
T1499.002,Service Exhaustion Flood,IaaS
T1499.002,Service Exhaustion Flood,Linux
T1499.002,Service Exhaustion Flood,macOS
T1195.003,Compromise Hardware Supply Chain,Linux
T1195.003,Compromise Hardware Supply Chain,macOS
T1195.003,Compromise Hardware Supply Chain,Windows
T1106,Native API,Linux
T1106,Native API,macOS
T1106,Native API,Windows
T1558.005,Ccache Files,Linux
T1558.005,Ccache Files,macOS
T1070.007,Clear Network Connection History and Configurations,Linux
T1070.007,Clear Network Connection History and Configurations,macOS
T1070.007,Clear Network Connection History and Configurations,Windows
T1070.007,Clear Network Connection History and Configurations,Network Devices
T1558.004,AS-REP Roasting,Windows
T1584.003,Virtual Private Server,PRE
T1059.010,AutoHotKey & AutoIT,Windows
T1600.001,Reduce Key Space,Network Devices
T1070.003,Clear Command History,ESXi
T1070.003,Clear Command History,Linux
T1070.003,Clear Command History,macOS
T1070.003,Clear Command History,Network Devices
T1070.003,Clear Command History,Windows
T1202,Indirect Command Execution,Windows
T1091,Replication Through Removable Media,Windows
T1005,Data from Local System,ESXi
T1005,Data from Local System,Linux
T1005,Data from Local System,macOS
T1005,Data from Local System,Network Devices
T1005,Data from Local System,Windows
T1140,Deobfuscate/Decode Files or Information,ESXi
T1140,Deobfuscate/Decode Files or Information,Linux
T1140,Deobfuscate/Decode Files or Information,macOS
T1140,Deobfuscate/Decode Files or Information,Windows
T1137.005,Outlook Rules,Windows
T1137.005,Outlook Rules,Office Suite
T1586.003,Cloud Accounts,PRE
T1586.002,Email Accounts,PRE
T1098.007,Additional Local or Domain Groups,Windows
T1098.007,Additional Local or Domain Groups,macOS
T1098.007,Additional Local or Domain Groups,Linux
T1608.001,Upload Malware,PRE
T1195,Supply Chain Compromise,Linux
T1195,Supply Chain Compromise,Windows
T1195,Supply Chain Compromise,macOS
T1195,Supply Chain Compromise,SaaS
T1190,Exploit Public-Facing Application,Containers
T1190,Exploit Public-Facing Application,ESXi
T1190,Exploit Public-Facing Application,IaaS
T1190,Exploit Public-Facing Application,Linux
T1190,Exploit Public-Facing Application,macOS
T1190,Exploit Public-Facing Application,Network Devices
T1190,Exploit Public-Facing Application,Windows
T1558,Steal or Forge Kerberos Tickets,Linux
T1558,Steal or Forge Kerberos Tickets,macOS
T1558,Steal or Forge Kerberos Tickets,Windows
T1555,Credentials from Password Stores,IaaS
T1555,Credentials from Password Stores,Linux
T1555,Credentials from Password Stores,macOS
T1555,Credentials from Password Stores,Windows
T1567,Exfiltration Over Web Service,ESXi
T1567,Exfiltration Over Web Service,Linux
T1567,Exfiltration Over Web Service,macOS
T1567,Exfiltration Over Web Service,Office Suite
T1567,Exfiltration Over Web Service,SaaS
T1567,Exfiltration Over Web Service,Windows
T1219,Remote Access Tools,Linux
T1219,Remote Access Tools,macOS
T1219,Remote Access Tools,Windows
T1583.001,Domains,PRE
T1560.002,Archive via Library,Linux
T1560.002,Archive via Library,macOS
T1560.002,Archive via Library,Windows
T1055.003,Thread Execution Hijacking,Windows
T1684,Social Engineering,Linux
T1684,Social Engineering,macOS
T1684,Social Engineering,Office Suite
T1684,Social Engineering,SaaS
T1684,Social Engineering,Windows
T1036,Masquerading,Containers
T1036,Masquerading,ESXi
T1036,Masquerading,Linux
T1036,Masquerading,macOS
T1036,Masquerading,Windows
T1546.011,Application Shimming,Windows
T1552,Unsecured Credentials,Windows
T1552,Unsecured Credentials,SaaS
T1552,Unsecured Credentials,IaaS
T1552,Unsecured Credentials,Linux
T1552,Unsecured Credentials,macOS
T1552,Unsecured Credentials,Containers
T1552,Unsecured Credentials,Network Devices
T1552,Unsecured Credentials,Office Suite
T1552,Unsecured Credentials,Identity Provider
T1547.010,Port Monitors,Windows
T1070.008,Clear Mailbox Data,Linux
T1070.008,Clear Mailbox Data,macOS
T1070.008,Clear Mailbox Data,Office Suite
T1070.008,Clear Mailbox Data,Windows
T1037.002,Login Hook,macOS
T1659,Content Injection,Linux
T1659,Content Injection,macOS
T1659,Content Injection,Windows
T1055,Process Injection,Linux
T1055,Process Injection,macOS
T1055,Process Injection,Windows
T1567.004,Exfiltration Over Webhook,ESXi
T1567.004,Exfiltration Over Webhook,Linux
T1567.004,Exfiltration Over Webhook,macOS
T1567.004,Exfiltration Over Webhook,Office Suite
T1567.004,Exfiltration Over Webhook,SaaS
T1567.004,Exfiltration Over Webhook,Windows
T1205,Traffic Signaling,Linux
T1205,Traffic Signaling,macOS
T1205,Traffic Signaling,Network Devices
T1205,Traffic Signaling,Windows
T1021.008,Direct Cloud VM Connections,IaaS
T1218,System Binary Proxy Execution,Linux
T1218,System Binary Proxy Execution,macOS
T1218,System Binary Proxy Execution,Windows
T1070.006,Timestomp,ESXi
T1070.006,Timestomp,Linux
T1070.006,Timestomp,macOS
T1070.006,Timestomp,Windows
T1557.004,Evil Twin,Network Devices
T1620,Reflective Code Loading,Linux
T1620,Reflective Code Loading,macOS
T1620,Reflective Code Loading,Windows
T1016.002,Wi-Fi Discovery,Linux
T1016.002,Wi-Fi Discovery,Windows
T1016.002,Wi-Fi Discovery,macOS
T1480.002,Mutual Exclusion,Linux
T1480.002,Mutual Exclusion,macOS
T1480.002,Mutual Exclusion,Windows
T1564.011,Ignore Process Interrupts,Linux
T1564.011,Ignore Process Interrupts,macOS
T1564.011,Ignore Process Interrupts,Windows
T1611,Escape to Host,Windows
T1611,Escape to Host,Linux
T1611,Escape to Host,Containers
T1611,Escape to Host,ESXi
T1518.002,Backup Software Discovery,Windows
T1518.002,Backup Software Discovery,macOS
T1518.002,Backup Software Discovery,Linux
T1547.009,Shortcut Modification,Windows
T1010,Application Window Discovery,Linux
T1010,Application Window Discovery,macOS
T1010,Application Window Discovery,Windows
T1569.003,Systemctl,Linux
T1087.003,Email Account,Windows
T1087.003,Email Account,Office Suite
T1497.003,Time Based Checks,Linux
T1497.003,Time Based Checks,macOS
T1497.003,Time Based Checks,Windows
T1218.003,CMSTP,Windows
T1563.001,SSH Hijacking,Linux
T1563.001,SSH Hijacking,macOS
T1029,Scheduled Transfer,Linux
T1029,Scheduled Transfer,macOS
T1029,Scheduled Transfer,Windows
T1021.002,SMB/Windows Admin Shares,Windows
T1525,Implant Internal Image,IaaS
T1525,Implant Internal Image,Containers
T1572,Protocol Tunneling,ESXi
T1572,Protocol Tunneling,Linux
T1572,Protocol Tunneling,macOS
T1572,Protocol Tunneling,Windows
T1218.002,Control Panel,Windows
T1599.001,Network Address Translation Traversal,Network Devices
T1608.002,Upload Tool,PRE
T1547.005,Security Support Provider,Windows
T1036.011,Overwrite Process Arguments,Linux
T1550,Use Alternate Authentication Material,Containers
T1550,Use Alternate Authentication Material,IaaS
T1550,Use Alternate Authentication Material,Identity Provider
T1550,Use Alternate Authentication Material,Linux
T1550,Use Alternate Authentication Material,Office Suite
T1550,Use Alternate Authentication Material,SaaS
T1550,Use Alternate Authentication Material,Windows
T1597.001,Threat Intel Vendors,PRE
T1011,Exfiltration Over Other Network Medium,Linux
T1011,Exfiltration Over Other Network Medium,macOS
T1011,Exfiltration Over Other Network Medium,Windows
T1602.002,Network Device Configuration Dump,Network Devices
T1589,Gather Victim Identity Information,PRE
T1560,Archive Collected Data,Linux
T1560,Archive Collected Data,macOS
T1560,Archive Collected Data,Windows
T1553.003,SIP and Trust Provider Hijacking,Windows
T1185,Browser Session Hijacking,Windows
T1021,Remote Services,Linux
T1021,Remote Services,macOS
T1021,Remote Services,Windows
T1021,Remote Services,IaaS
T1021,Remote Services,ESXi
T1071.003,Mail Protocols,Linux
T1071.003,Mail Protocols,macOS
T1071.003,Mail Protocols,Network Devices
T1071.003,Mail Protocols,Windows
T1556.007,Hybrid Identity,IaaS
T1556.007,Hybrid Identity,Identity Provider
T1556.007,Hybrid Identity,Office Suite
T1556.007,Hybrid Identity,SaaS
T1556.007,Hybrid Identity,Windows
T1595.002,Vulnerability Scanning,PRE
T1059.009,Cloud API,IaaS
T1059.009,Cloud API,Identity Provider
T1059.009,Cloud API,Office Suite
T1059.009,Cloud API,SaaS
T1596,Search Open Technical Databases,PRE
T1218.015,Electron Applications,Linux
T1218.015,Electron Applications,macOS
T1218.015,Electron Applications,Windows
T1207,Rogue Domain Controller,Windows
T1553.006,Code Signing Policy Modification,macOS
T1553.006,Code Signing Policy Modification,Windows
T1610,Deploy Container,Containers
T1112,Modify Registry,Windows
T1543.004,Launch Daemon,macOS
T1580,Cloud Infrastructure Discovery,IaaS
T1555.003,Credentials from Web Browsers,Linux
T1555.003,Credentials from Web Browsers,macOS
T1555.003,Credentials from Web Browsers,Windows
T1574.008,Path Interception by Search Order Hijacking,Windows
T1491,Defacement,Windows
T1491,Defacement,IaaS
T1491,Defacement,Linux
T1491,Defacement,macOS
T1491,Defacement,ESXi
T1535,Unused/Unsupported Cloud Regions,IaaS
T1557.003,DHCP Spoofing,Linux
T1557.003,DHCP Spoofing,Windows
T1557.003,DHCP Spoofing,macOS
T1563,Remote Service Session Hijacking,Linux
T1563,Remote Service Session Hijacking,macOS
T1563,Remote Service Session Hijacking,Windows
T1564.013,Bind Mounts,Linux
T1027.001,Binary Padding,Linux
T1027.001,Binary Padding,macOS
T1027.001,Binary Padding,Windows
T1505.003,Web Shell,Linux
T1505.003,Web Shell,macOS
T1505.003,Web Shell,Network Devices
T1505.003,Web Shell,Windows
T1484.001,Group Policy Modification,Windows
T1685.006,Clear Linux or Mac System Logs,Linux
T1685.006,Clear Linux or Mac System Logs,macOS
T1217,Browser Information Discovery,Linux
T1217,Browser Information Discovery,macOS
T1217,Browser Information Discovery,Windows
T1552.004,Private Keys,Linux
T1552.004,Private Keys,macOS
T1552.004,Private Keys,Network Devices
T1552.004,Private Keys,Windows
T1583.004,Server,PRE
T1021.006,Windows Remote Management,Windows
